ds,trend_x,yhat_lower_x,yhat_upper_x,trend_lower_x,trend_upper_x,additive_terms_x,additive_terms_lower_x,additive_terms_upper_x,weekly_x,weekly_lower_x,weekly_upper_x,multiplicative_terms_x,multiplicative_terms_lower_x,multiplicative_terms_upper_x,yhat_x,trend_y,yhat_lower_y,yhat_upper_y,trend_lower_y,trend_upper_y,additive_terms_y,additive_terms_lower_y,additive_terms_upper_y,weekly_y,weekly_lower_y,weekly_upper_y,multiplicative_terms_y,multiplicative_terms_lower_y,multiplicative_terms_upper_y,yhat_y
2020-02-11,-2547.431295986809,-119462.3408446451,112307.83672684633,-2547.431295986809,-2547.431295986809,-1338.5346218703064,-1338.5346218703064,-1338.5346218703064,-1338.5346218703064,-1338.5346218703064,-1338.5346218703064,0.0,0.0,0.0,-3885.9659178571155,-30.663582204441028,-290.4754016544045,145.2623059315739,-30.663582204441028,-30.663582204441028,-48.898813953492535,-48.898813953492535,-48.898813953492535,-48.898813953492535,-48.898813953492535,-48.898813953492535,0.0,0.0,0.0,-79.56239615793356
2020-02-12,-2425.103848283531,-126013.27556934764,120051.22798032941,-2425.103848283531,-2425.103848283531,-3239.98431775676,-3239.98431775676,-3239.98431775676,-3239.98431775676,-3239.98431775676,-3239.98431775676,0.0,0.0,0.0,-5665.088166040291,-29.463598853251874,-213.83853908632665,231.2012863960268,-29.463598853251874,-29.463598853251874,42.78292040558703,42.78292040558703,42.78292040558703,42.78292040558703,42.78292040558703,42.78292040558703,0.0,0.0,0.0,13.319321552335154
2020-02-13,-2302.7764005802537,-139053.3365633985,114857.23830088323,-2302.7764005802537,-2302.7764005802537,-2198.842889639281,-2198.842889639281,-2198.842889639281,-2198.842889639281,-2198.842889639281,-2198.842889639281,0.0,0.0,0.0,-4501.619290219534,-28.26361550206272,-230.81506940485914,227.9043893213457,-28.26361550206272,-28.26361550206272,16.917987729985562,16.917987729985562,16.917987729985562,16.917987729985562,16.917987729985562,16.917987729985562,0.0,0.0,0.0,-11.345627772077158
2020-02-14,-2180.4489528769755,-129571.95135300724,117950.92631801823,-2180.4489528769755,-2180.4489528769755,-1302.9367222182948,-1302.9367222182948,-1302.9367222182948,-1302.9367222182948,-1302.9367222182948,-1302.9367222182948,0.0,0.0,0.0,-3483.38567509527,-27.063632150873563,-262.6214263175973,217.35547789686404,-27.063632150873563,-27.063632150873563,15.285470719413896,15.285470719413896,15.285470719413896,15.285470719413896,15.285470719413896,15.285470719413896,0.0,0.0,0.0,-11.778161431459667
2020-02-15,-2058.1215051736976,-118501.23896837507,115614.02374277708,-2058.1215051736976,-2058.1215051736976,-958.6224832472009,-958.6224832472009,-958.6224832472009,-958.6224832472009,-958.6224832472009,-958.6224832472009,0.0,0.0,0.0,-3016.7439884208984,-25.863648799684405,-243.86940443498386,216.14737365474647,-25.863648799684405,-25.863648799684405,12.084601807934568,12.084601807934568,12.084601807934568,12.084601807934568,12.084601807934568,12.084601807934568,0.0,0.0,0.0,-13.779046991749837
2020-02-16,-1935.7940574704196,-119338.58547651998,131101.9666168485,-1935.7940574704196,-1935.7940574704196,5213.883094109132,5213.883094109132,5213.883094109132,5213.883094109132,5213.883094109132,5213.883094109132,0.0,0.0,0.0,3278.089036638712,-24.66366544849525,-266.5380243888527,192.81369728016423,-24.66366544849525,-24.66366544849525,-7.898769791833118,-7.898769791833118,-7.898769791833118,-7.898769791833118,-7.898769791833118,-7.898769791833118,0.0,0.0,0.0,-32.56243524032837
2020-02-17,-1813.4666097671418,-120655.47042988315,116247.73649185919,-1813.4666097671418,-1813.4666097671418,3825.03794064341,3825.03794064341,3825.03794064341,3825.03794064341,3825.03794064341,3825.03794064341,0.0,0.0,0.0,2011.5713308762681,-23.463682097306098,-279.9146834193888,185.94597041397142,-23.463682097306098,-23.463682097306098,-30.273396917566945,-30.273396917566945,-30.273396917566945,-30.273396917566945,-30.273396917566945,-30.273396917566945,0.0,0.0,0.0,-53.737079014873046
2020-02-18,-1691.139162063864,-119399.60499984336,123685.14544561044,-1691.139162063864,-1691.139162063864,-1338.5346218701804,-1338.5346218701804,-1338.5346218701804,-1338.5346218701804,-1338.5346218701804,-1338.5346218701804,0.0,0.0,0.0,-3029.6737839340444,-22.26369874611694,-300.6861965681624,164.39969141227587,-22.26369874611694,-22.26369874611694,-48.898813953430306,-48.898813953430306,-48.898813953430306,-48.898813953430306,-48.898813953430306,-48.898813953430306,0.0,0.0,0.0,-71.16251269954725
2020-02-19,-1568.811714360586,-124185.80742900951,114884.10067371812,-1568.811714360586,-1568.811714360586,-3239.984317749913,-3239.984317749913,-3239.984317749913,-3239.984317749913,-3239.984317749913,-3239.984317749913,0.0,0.0,0.0,-4808.796032110498,-21.063715394927787,-214.32497445188534,236.98341700196497,-21.063715394927787,-21.063715394927787,42.78292040558592,42.78292040558592,42.78292040558592,42.78292040558592,42.78292040558592,42.78292040558592,0.0,0.0,0.0,21.719205010658133
2020-02-20,-1446.4842666573077,-124576.44461198528,121734.34694282047,-1446.4842666573077,-1446.4842666573077,-2198.8428896394685,-2198.8428896394685,-2198.8428896394685,-2198.8428896394685,-2198.8428896394685,-2198.8428896394685,0.0,0.0,0.0,-3645.327156296776,-19.86373204373863,-223.6192020190611,239.88229556107578,-19.86373204373863,-19.86373204373863,16.917987729985732,16.917987729985732,16.917987729985732,16.917987729985732,16.917987729985732,16.917987729985732,0.0,0.0,0.0,-2.945744313752897
2020-02-21,-1324.148299221015,-113163.75485230803,113624.12205292864,-1324.148299221015,-1324.148299221015,-1302.9367222180954,-1302.9367222180954,-1302.9367222180954,-1302.9367222180954,-1302.9367222180954,-1302.9367222180954,0.0,0.0,0.0,-2627.0850214391103,-18.663748727210088,-237.12598742815885,226.0199702125064,-18.663748727210088,-18.663748727210088,15.285470719380056,15.285470719380056,15.285470719380056,15.285470719380056,15.285470719380056,15.285470719380056,0.0,0.0,0.0,-3.3782780078300316
